Date,SP500,HKHSI,Nikkei225
8/20/2019,-0.007946215,-0.002296151,0.005531512
8/21/2019,0.00821298,0.001466623,-0.002840504
8/22/2019,-0.000506203,-0.008460433,0.000457708
8/23/2019,-0.026288881,0.005001513,0.004010772
8/26/2019,0.010923113,-0.019244839,-0.021960838
8/27/2019,-0.003208322,-0.000633361,0.009580369
8/28/2019,0.006524151,-0.001895097,0.001140323
8/29/2019,0.012607483,0.003430295,-0.000903277
8/30/2019,0.000642581,0.000825635,0.011827549
9/3/2019,-0.006923009,-0.003858956,0.000241031
9/4/2019,0.010783725,0.038250973,0.001162005
9/5/2019,0.012925913,-0.000290398,0.020932739
9/6/2019,0.000910191,0.006586857,0.005374471
9/9/2019,-9.40E-05,-0.000350721,0.005590571
9/10/2019,0.000322252,8.54E-05,0.003450193
9/11/2019,0.007203672,0.017658582,0.009567918
9/12/2019,0.002875016,-0.002633515,0.007465876
9/13/2019,-0.000724677,0.009737661,0.010454526
9/17/2019,0.002578425,-0.0124016,0.000592469
9/18/2019,0.000342633,-0.001349203,-0.001847475
9/19/2019,2.00E-05,-0.01071613,0.003805844
9/20/2019,-0.004907599,-0.001258087,0.001570166
9/24/2019,-0.008451989,0.002232222,0.000894112
9/25/2019,0.006139685,-0.012853857,-0.00356715
9/26/2019,-0.002431871,0.003715532,0.00127483
9/27/2019,-0.005330535,-0.003350949,-0.007710071
9/30/2019,0.00503491,0.005282114,-0.0056405
10/2/2019,-0.018065404,-0.00190199,-0.004884181
10/3/2019,0.007940305,0.002593183,-0.020263476
10/4/2019,0.014116785,-0.011141027,0.003202617
10/8/2019,-0.015683159,0.002798876,0.009893671
10/9/2019,0.009063296,-0.008166207,-0.006105304
10/10/2019,0.006395203,0.000977575,0.004445636
10/11/2019,0.01087958,0.023090287,0.011390381
10/15/2019,0.009906446,-0.000675895,0.018558959
10/16/2019,-0.002001545,0.006031804,0.011893972
10/17/2019,0.002759022,0.006884774,-0.000937592
10/18/2019,-0.003927046,-0.004812957,0.001816475
10/21/2019,0.006848114,0.000228256,0.002496393
10/23/2019,0.002843104,-0.008227102,0.003386021
10/24/2019,0.001918604,0.008665664,0.005519178
10/25/2019,0.00406443,-0.004883869,0.002160725
10/28/2019,0.00556582,0.008359824,0.002954383
10/29/2019,-0.000832752,-0.003893591,0.004662228
10/30/2019,0.003248089,-0.004454221,-0.005718897
