Date,SP500,HKHSI,Nikkei225
10/31/2019,-0.003027439,0.00892259,0.003667019
11/1/2019,0.00961593,0.007185667,-0.003332165
11/5/2019,-0.001186403,0.004928414,0.017405936
11/6/2019,0.000702251,0.000189274,0.002226579
11/7/2019,0.002726375,0.005711274,0.001136507
11/8/2019,0.002557403,-0.007066537,0.002634674
11/11/2019,-0.001964395,-0.026554162,-0.002569545
11/12/2019,0.001563423,0.005138882,0.008032594
11/13/2019,0.000711282,-0.018413957,-0.008545788
11/14/2019,0.000836693,-0.009368469,-0.007676013
11/15/2019,0.007666029,0.000112846,0.006966116
11/18/2019,0.000503026,0.013372949,0.004856142
11/19/2019,-0.00059277,0.015349879,-0.005314118
11/20/2019,-0.003763257,-0.007565005,-0.006204856
11/21/2019,-0.001584006,-0.015845771,-0.004762816
11/22/2019,0.002172574,0.004832067,0.00321987
11/25/2019,0.007479252,0.014852781,0.007754678
11/26/2019,0.002193164,-0.002935398,0.003450462
11/27/2019,0.004165736,0.001488087,0.002753589
11/29/2019,-0.004019286,-0.020558123,-0.004934611
12/2/2019,-0.008668484,0.003721475,0.010062993
12/3/2019,-0.006660225,-0.002022103,-0.0063821
12/4/2019,0.006303658,-0.012534617,-0.010516269
12/5/2019,0.001499127,0.005909723,0.007100632
12/6/2019,0.009094246,0.010673644,0.002328203
12/9/2019,-0.003167834,-0.000137326,0.003261675
12/10/2019,-0.001097536,-0.002195725,-0.000875721
12/11/2019,0.002903937,0.007867504,-0.000783302
12/12/2019,0.008538667,0.013002187,0.001407669
12/13/2019,7.26E-05,0.025370601,0.025220111
12/16/2019,0.007122361,-0.006510292,-0.002949427
12/17/2019,0.000335236,0.012126984,0.004738583
12/18/2019,-0.000432394,0.001453491,-0.005487012
12/19/2019,0.004449379,-0.003006958,-0.002911346
12/20/2019,0.004932596,0.002545611,-0.002022536
12/23/2019,0.000865769,0.001257152,0.000188024
12/24/2019,-0.000195467,-0.001513314,0.000397497
12/27/2019,3.40E-05,0.012879884,-0.003651361
12/30/2019,-0.005797596,0.003323764,-0.007626275
1/6/2020,0.003527145,-0.007950632,-0.019281242
1/7/2020,-0.002807175,0.003390775,0.015855686
1/8/2020,0.004890473,-0.008301438,-0.015859979
1/9/2020,0.006633214,0.016702563,0.022798457
1/10/2020,-0.002859262,0.002699313,0.004652253
1/14/2020,-0.001515681,-0.002413512,0.007293898
1/15/2020,0.00186845,-0.003869351,-0.004530082
1/16/2020,0.008331748,0.003796592,0.000691782
1/17/2020,0.003854723,0.005984915,0.004507784
1/21/2020,-0.0026555,-0.028552921,-0.009132828
1/22/2020,0.000289034,0.012630451,0.006964676
1/23/2020,0.001140326,-0.015357411,-0.009865269
1/24/2020,-0.009083289,0.001450855,0.00133299
1/29/2020,-0.00086725,-0.028635812,0.007026064
1/30/2020,0.003129457,-0.026545232,-0.017328953
1/31/2020,-0.017864443,-0.005174213,0.00984916
2/3/2020,0.007228426,0.001684069,-0.010102069
2/4/2020,0.014869316,0.012030399,0.004891841
2/5/2020,0.011187779,0.004143445,0.010127228
2/6/2020,0.003320155,0.026049861,0.023480304
2/7/2020,-0.005415491,-0.003258036,-0.00191228
2/10/2020,0.00729969,-0.005963157,-0.005977208
2/12/2020,0.006441853,0.008655168,0.007370835
2/13/2020,-0.001631776,-0.003371884,-0.001404119
2/14/2020,0.001841836,0.003082141,-0.005898772
2/18/2020,-0.002924214,-0.015477042,-0.014103843
2/19/2020,0.004694748,0.004552297,0.008880868
2/20/2020,-0.003822817,-0.001688245,0.003346907
2/21/2020,-0.010573809,-0.010938227,-0.003943605
2/25/2020,-0.030747904,0.002693879,-0.03397994
2/26/2020,-0.003785697,-0.007342495,-0.007959817
2/27/2020,-0.045168136,0.003071671,-0.021542928
2/28/2020,-0.008272463,-0.024522387,-0.037379486
3/2/2020,0.045010869,0.006171139,0.009467388
3/3/2020,-0.028510485,-0.000260929,-0.012320177
3/4/2020,0.041336349,-0.002390164,0.000821666
3/5/2020,-0.034510783,0.020600821,0.010797325
3/6/2020,-0.017200944,-0.023480418,-0.027539037
3/9/2020,-0.079010413,-0.043228883,-0.051978521
3/10/2020,0.048215052,0.013961285,0.008510383
3/11/2020,-0.050102893,-0.006356691,-0.022965474
3/12/2020,-0.099944852,-0.037248004,-0.045111749
3/13/2020,0.088808407,-0.011425397,-0.062735695
3/16/2020,-0.127652198,-0.041169818,-0.024919862
3/17/2020,0.058226312,0.008641186,0.000558026
3/18/2020,-0.053222272,-0.042675706,-0.016893984
3/19/2020,0.004696761,-0.02648686,-0.010440235
3/23/2020,-0.029731501,-0.04984895,0.020033153
3/24/2020,0.089683233,0.043621327,0.068898934
3/25/2020,0.011468991,0.03740148,0.077313762
3/26/2020,0.060543831,-0.007459564,-0.046174276
3/27/2020,-0.034267845,0.005634045,0.038099395
3/30/2020,0.03296659,-0.0132524,-0.015826905
3/31/2020,-0.016142311,0.018315348,-0.008839646
4/1/2020,-0.045146363,-0.022176943,-0.046062436
4/2/2020,0.022572657,0.008379988,-0.013749439
4/3/2020,-0.015252861,-0.001889716,8.24E-05
4/6/2020,0.067968244,0.021837934,0.041554563
4/7/2020,-0.001604339,0.021006799,0.019926797
4/8/2020,0.033489371,-0.011733791,0.021046446
4/9/2020,0.01438347,0.013671485,-0.000386093
4/14/2020,0.03011456,0.005542983,0.030787133
4/15/2020,-0.022276733,-0.011941522,-0.004527856
4/16/2020,0.005799838,-0.005768883,-0.013382728
4/17/2020,0.026440932,0.015440612,0.030984868
4/20/2020,-0.018042846,-0.002052165,-0.011532173
4/21/2020,-0.031155115,-0.022296391,-0.019941141
4/22/2020,0.022671301,0.004186002,-0.007435474
4/23/2020,-0.000539568,0.003507827,0.015116179
4/24/2020,0.01382209,-0.006107292,-0.00865517
4/27/2020,0.014606868,0.018657653,0.026699896
4/28/2020,-0.00525617,0.01211001,-0.000608339
5/7/2020,0.011438956,-0.006519382,0.002820776
5/8/2020,0.016730795,0.010352091,0.025309832
5/11/2020,0.000133069,0.015231654,0.010430048
5/12/2020,-0.020713366,-0.014591757,-0.001186525
5/13/2020,-0.017616997,-0.00270016,-0.004893982
5/14/2020,0.011458918,-0.014603894,-0.017534319
5/15/2020,0.003918675,-0.001355088,0.006141922
5/18/2020,0.031015209,0.005752892,0.004792486
5/19/2020,-0.010539748,0.01876438,0.014776684
5/20/2020,0.016513991,0.000484477,0.007882405
5/21/2020,-0.007803968,-0.004926878,-0.00208226
5/22/2020,0.002350946,-0.057201943,-0.008019022
5/26/2020,0.012214285,0.018664713,0.025208856
5/27/2020,0.014718447,-0.003568557,0.006936507
5/28/2020,-0.00211014,-0.007261917,0.022941995
5/29/2020,0.004800794,-0.00743216,-0.001754567
6/1/2020,0.003744216,0.033028615,0.008397811
6/2/2020,0.008177307,0.011038387,0.011860045
6/3/2020,0.013556671,0.013645454,0.012824138
6/4/2020,-0.003374389,0.001670982,0.003618692
6/5/2020,0.025874013,0.01644874,0.007374581
6/8/2020,0.011969656,0.0002567,0.013656018
6/9/2020,-0.007829743,0.011255536,-0.00376365
6/10/2020,-0.005327256,-0.00029897,0.001467887
6/11/2020,-0.060752693,-0.023000467,-0.028601497
6/12/2020,0.012976287,-0.007329427,-0.007478182
6/15/2020,0.008277861,-0.021816583,-0.035341011
6/16/2020,0.018784853,0.023572512,0.047671071
6/17/2020,-0.003606796,0.005624957,-0.005615329
6/18/2020,0.000594044,-0.000673011,-0.004476513
6/19/2020,-0.005665514,0.007287975,0.005501528
6/22/2020,0.006474093,-0.005393164,-0.001848762
6/23/2020,0.004298169,0.016026672,0.004969576
6/24/2020,-0.026195266,-0.005061894,-0.000653477
6/26/2020,-0.024525204,-0.009389182,0.011270188
6/29/2020,0.014578888,-0.010182462,-0.023235127
